node,title,subject
5666,"The legalization countdown [electronic resource] : a third-quarter assessment / by Doris Meissner, Demetrios Papademetriou.",illegal aliens--united states.|united states--emigration and immigration.|naturalization--united states.
5667,"The Baltic route : the trafficking of migrants through Lithuania / Migration Information Programme, IOM International Organization for Migration.","human smuggling--lithuania.|illegal aliens--europe, western.|developing countries--emigration and immigration.|europe, western--emigration and immigration."
5668,"INS drug task force activities : federal agencies supportive of INS efforts : report to the Honorable Alfonse M. D'Amato, U.S. Senate / United States General Accounting Office.",illegal aliens--united states.|drug control--united states.|money laundering investigation--united states.|united states.--immigration and naturalization service.|organized crime drug enforcement task force program (u.s.)
5669,"Rapport sur l'expulsion, le 18 octobre 1986, de 101 Maliens [microform] / [Yves Baudelot].",malians--france.|deportation--france.|illegal aliens--france.|france--emigration and immigration--government policy.
5670,Emigrant or sojourner? [electronic resource] : the determinants of Mexican labor migration strategies to the United States / by Florian K. Kaufmann.,"foreign workers, mexican--economic aspects--united states.|foreign workers, mexican--social networks.|mexico--emigration and immigration--economic aspects.|united states--emigration and immigration--economic aspects.|illegal aliens--united states--economic conditions.|emigrant remittances--mexico."
5671,Ley sobre el tráfico ilícito de migrantes y trata de personas : no. 137-03 / República Dominicana.,emigration and immigration law--dominican republic--criminal provisions.|illegal aliens--dominican republic.|human smuggling--dominican republic.|dominican republic.--comité interinstitucional de protección a la mujer migrante.
5672,Framing irregular immigration in security terms : the case of Libya / Michela Ceccorulli.,"european union countries--emigration and immigration--government policy.|illegal aliens--european union countries.|security, international--european union countries.|italy--emigration and immigration--government policy.|libya--emigration and immigration."
5673,"Legal Workforce Act : hearing before the Subcommittee on Immigration and Border Security of the Committee on the Judiciary, House of Representatives, One Hundred Thirteenth Congress, first session, on H.R. 1772, May 16, 2013.",foreign worker certification--united states.|immigration enforcement--united states.|illegal aliens--employment--government policy--united states.|illegal aliens--employment--economic aspects--united states.|employee screening--government policy--united states.|emigration and immigration law--united states.
5674,Coyote : confessions of an illegal alien smuggler / by Ray Monroe.,"monroe, ray,--1937-|illegal aliens--united states--biography."
5675,Raising the floor for American workers [electronic resource] : the economic benefits of comprehensive immigration reform / by Raúl Hinojosa-Ojeda.,united states--emigration and immigration--economic aspects.|united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.
5676,The reaper's line [electronic resource] : life and death on the Mexican border / Lee Morgan II.,"drug traffic--mexican-american border region.|violence--mexican-american border region.|illegal aliens--mexican-american border region.|law enforcement--mexican-american border region.|morgan, lee,--ii.|government investigators--mexican-american border region.|border patrols--mexican-american border region."
5677,Death at the border / Karl Eschbach [and others].,"illegal aliens--mortality--mexican-american border region.|mortality--mexican-american border region.|mexican-american border region--statistics, vital."
5678,The incidence of sanctions against U.S. employers of illegal aliens / by John K. Hill and James E. Pearce.,foreign workers--united states.|employment (economic theory)|illegal aliens--employment--united states.|emigration and immigration law--united states.
5679,"Operation Gatekeeper : the rise of the ""illegal alien"" and the remaking of the U.S.-Mexico boundary / Joseph Nevins.",operation gatekeeper (u.s.)|u.s. border patrol.|illegal aliens--government policy--united states.|border patrols--mexican-american border region.
5680,Bilal : il mio viaggio da infiltrato nel mercato dei nuovi schiavi / Fabrizio Gatti.,human smuggling.|illegal aliens--italy--social conditions.|immigrants--italy--social conditions.|africa--emigration and immigration.|italy--emigration and immigration.
5681,"Cumulative migrant deaths in California and the west desert of Arizona 2000-2004 : also shown: cellular phone coverage, United States Border Patrol rescue beacons, Humane Borders, Inc. water stations in Arizona and Water Station, Inc. water stations in California / combined project between Humane Borders, Inc. [and] Water Station, Inc.","immigrants--mortality--california, southern--maps.|immigrants--mortality--arizona--maps.|illegal aliens--mortality--california, southern--maps.|illegal aliens--mortality--arizona--maps.|drinking water--health aspects--california, southern--maps.|drinking water--health aspects--arizona--maps."
5682,"Federal immigration law enforcement in the Southwest : civil rights impacts on border communities / Arizona, California, New Mexico, and Texas Advisory Committees to the United States Commission on Civil Rights.",civil rights--mexican-american border region.|illegal aliens--civil rights--mexican-american border region.|emigration and immigration law--united states.|immigration enforcement--united states.|u.s. border patrol.
5683,"A role for government policy and sunspots in explaining endogenous fluctuations in illegal immigration / Mark G. Guzman, Joseph H. Haslag, Pia M. Orrenius.",illegal aliens--united states--econometric models.
5684,Measuring the fallout [electronic resource] : the cost of the IRCA amnesty after 10 years / by David Simcox.,illegal aliens--services for--united states--costs.|immigrants--services for--united states--costs.|emigration and immigration law--economic aspects--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.|united states.--immigration reform and control act of 1986.
5685,"Keine Papiere, keine Rechte? : die Situation irregulärer Migranten in Deutschland und Frankreich / Insa Breyer.",illegal aliens--france--social conditions.|illegal aliens--germany--social conditions.|illegal aliens--civil rights--france.|illegal aliens--civil rights--germany.
5686,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
5687,"Intimate migrations : gender, family, and illegality among transnational Mexicans / Deborah A. Boehm",mexicans--united states--social conditions.|mexican americans--social conditions.|immigrants--united states--social conditions.|transnationalism.|sex role--united states.|mexican american families.|immigrant families--united states.|illegal aliens--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.
5688,7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
5689,Illegal entry.,illegal aliens--australia.|fishers--indonesia.|indonesians--australia.|territorial waters--australia.
5690,"Dreams lost, dreams found : undocumented women in the land of opportunity : a survey research project of Chinese, Filipina, and Latina undocumented women / by Chris Hogeland and Karen Rosen for the Coalition for Immigrant and Refugee Rights and Services, Immigrant Women's Task Force.",illegal aliens--california--san francisco bay area.|women immigrants--california--san francisco bay area.|minority women--california--san francisco bay area.|illegal aliens--services for--california--san francisco bay area.|women immigrants--services for--california--san francisco bay area.|minority women--services for--california--san francisco bay area.
5691,"De la violence à la persécution, femmes sur la route de l'exil / Smaïn Laacher.",women immigrants--violence against.|women illegal aliens--violence against.|abused women.|human smuggling.
5692,Chinese whispers : the true story behind Britain's hidden army of labour / Hsiao-Hung Pai.,"foreign workers, chinese--great britain.|illegal aliens--great britain.|china--emigration and immigration.|great britain--emigration and immigration."
5693,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
5694,880-02 Gaikokujin rōdōsha no jinken to chiiki shakai : Nihon no genjō to shimin no ishiki katsudō / Kanegae Haruhiko hencho.,"foreign workers--japan--social conditions.|foreign workers--legal status, laws, etc.--japan.|illegal aliens--japan."
5695,"And injustice for all : workers' lives in the reconstruction of New Orleans / Advancement Project, National Immigration Law Center, New Orleans Worker Justice Coalition.","illegal aliens--united states.|emigration and immigration law--united states.|hurricane katrina, 2005--political aspects.|hurricane katrina, 2005--social aspects.|hurricane katrina, 2005--economic aspects.|hurricanes--economic aspects--louisiana--new orleans.|african americans--louisiana--new orleans.|mexicans--louisiana--new orleans.|united states--race relations--political aspects."
5696,Treatment of immigration detainees housed at immigration and customs enforcement facilities.,u.s. immigration and customs enforcement--management--evaluation.|u.s. immigration and customs enforcement--rules and practice.|illegal aliens--government policy--united states.|illegal aliens--civil rights.|detention of persons--government policy--united states.|alien detention centers--united states.
5697,A policy framework for regulating the flow of undocumented Mexican aliens into the United States [electronic resource] / James A.R. Nafziger.,"illegal aliens--united states.|emigration and immigration law--united states.|mexicans--legal status, laws, etc.--united states."
5698,"The shadow economy : an international survey / Friedrich Schneider, Dominik H. Enste",informal sector (economics)|business enterprises--corrupt practices.|commercial crimes.|tax evasion.|illegal aliens.|welfare fraud.|fraud.
5699,Threatening others [Elektronisk resurs] Nicaraguans and the formation of national identities in Costa Rica / Carlos Sandoval-García.,illegal aliens--costa rica--public opinion.|public opinion--costa rica.|identity (psychology)--costa rica.|ethnicity--costa rica.|costa rica--ethnic relations.
5700,"Escaping darkness / Jerry B. Jenkins, Chris Fabry.",
5701,[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
5702,"Immigration Reform Act : employer sanctions and discrimination prohibitions : a guide for workers, employers and their advocates / [written by Amy Mereson and Lucas Guttentag].",illegal aliens--employment--united states.|emigration and immigration law--united states.|united states.--immigration reform and control act of 1986.|discrimination in employment--law and legislation--united states.
5703,"Extraños no más : una guía para las personas hispano-hablantes en los Estados Unidos / [coordinación, Debra Preusch ; traducción, Felipe Montoya y María Kelly].",illegal aliens--united states.|united states--emigration and immigration.|mexico--emigration and immigration.
5704,Foreign labor programs as an alternative to illegal immigration into the United States [electronic resource] : a dissenting view / by Vernon M. Briggs.,foreign workers--united states.|illegal aliens--united states.|emigration and immigration.
5705,"No crime but prejudice [electronic resource] : Fischer Homes, the immigration fiasco and extra-judicial prosecution / by Jon Entine.","criminal investigation.|corporations--united states.|political corruption--united states.|illegal aliens--government policy--united states.|industrial management.|foreign workers--legal status, laws, etc.--united states.|emigration and immigration law--united states.|aliens--united states."
5706,"Showdown in the Sonoran Desert [elektronische middelen] : religion, law, and the immigration controversy / Ananda Rose.",emigration and immigration--religious aspects--christianity.|immigrants--civil rights--united states.|illegal aliens--united states.|united states--emigration and immigration--religious aspects--christianity.|united states--emigration and immigration--government policy.|mexican-american border region--emigration and immigration.
5707,"A legal guide for ICE detainees [electronic resource] : petitioning for release from indefinite detention / prepared by American Bar Association, Commission on Immigration.","emigration and immigration law--united states--popular works.|habeas corpus--united states--popular works.|alien detention centers--united states--popular works.|illegal aliens--united states--handbooks, manuals, etc."
5708,Study on obstacles to effective access of irregular migrants to minimum social rights / Ryszard Cholewinski.,immigrants--civil rights--european union countries.|illegal aliens--european union countries.|social rights--european union countries.|european union countries--emigration and immigration.
5709,Illegal aliens and employer sanctions : solving the wrong problem / Annelise Anderson.,"foreign workers--legal status, laws, etc.--united states.|illegal aliens--united states.|sanctions, administrative--united states."
5710,Ticket to ride / Janet Neel.,women lawyers--fiction.|illegal aliens--great britain--fiction.|serial murder investigation--great britain--fiction.|great britain--emigration and immigration--fiction.|detective and mystery stories.
5711,Immigration : the revenue generated by undocumented immigrants / by Sylvia Gonzalez.,illegal aliens--economic aspects.|illegal aliens--services for--united states--costs.|emigration and immigration.|united states--emigration and immigration--economic aspects.|american dream.
5712,"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
5713,"From the 9/11 hijackers to Amine el-Khalifi : terrorists and the visa overstay problem : hearing before the Subcommittee on Border and Maritime Security of the Committee on Homeland Security, House of Representatives, One Hundred Twelfth Congress, second session, March 6, 2012.",united states.--department of homeland security--rules and practice.|visas--government policy--united states.|illegal aliens--united states--identification.|terrorism--prevention--government policy--united states.
5714,Europe's boat people : maritime cooperation in the Mediterranean / Michael Pugh.,refugees--government policy--mediterranean region.|illegal aliens--government policy--mediterranean region.|emigration and immigration law--europe.|maritime law--mediterranean sea.
5715,"Border security [electronic resource] : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fourth Congress, first session, March 10, 1995.",united states--emigration and immigration--government policy.|illegal aliens--united states.|border security--united states.|deportation--united states.
5716,The frog and the scorpion : a Fiddler novel / A.E. Maxwell.,fiddler (fictitious character)--fiction.|fiora (fictitious character)--fiction.|private investigators--california--fiction.|illegal aliens--fiction.|jewish-arab relations--fiction.|california--fiction.|large type books.
5717,"Intimate migrations : gender, family, and illegality among transnational Mexicans / Deborah A. Boehm",mexicans--united states--social conditions.|mexican americans--social conditions.|immigrants--united states--social conditions.|transnationalism.|sex role--united states.|mexican american families.|immigrant families--united states.|illegal aliens--united states.|united states--emigration and immigration--social aspects.|mexico--emigration and immigration--social aspects.
5718,"Immigration on main street [videorecording] / a production of JumpStart Productions, LLC ; produced in association with Thirteen/WNET New York.",illegal aliens--united states.|documentary television programs.
5719,A historical analysis of landmark developments in educational rights of undocumented children / by Celia Hernandez.,education--united states--history.|immigrant children--civil rights--united states--history.|illegal aliens--civil rights--united states--history.
5720,Scapegoating attitudes toward Mexican undocumented immigrants in California : the influence of a weak economy / by Vikram Jolly.,illegal aliens--california--public opinion.|illegal aliens--press coverage--california.|mexicans--california--public opinion.|public opinion--california.|california--economic conditions.
5721,Heat [electronic resource] / Mike Lupica.,brothers--juvenile fiction.|orphans--juvenile fiction.|illegal aliens--juvenile fiction.|little league baseball--juvenile fiction.|baseball stories.|social service--juvenile fiction.
5722,Los Mexicanos indocumentados en los Estados Unidos / David M. Heer ; [traducción de Elena Milán].,mexicans--united states--social conditions.|mexican americans--social conditions.|illegal aliens--united states--social conditions.|immigrants--united states--social conditions.|mexico--emigration and immigration.|united states--emigration and immigration.
5723,"Improving security and facilitating commerce at the southern border [electronic resource] : hearing before the Subcommittee on Criminal Justice, Drug Policy, and Human Resources of the Committee on Government Reform, House of Representatives, One Hundred Seventh Congress, second session, February 22, 2002.",border patrols--arizona.|illegal aliens--arizona.|drug control--united states.|terrorism--united states--prevention.|united states--boundaries--mexico.|mexico--boundaries--united states.
5724,"Through closed gates : Jews and illegal immigration to the United States, 1921-1933 / by Libby Garland.","jews, european--united states--history--20th century.|illegal aliens--united states--history--20th century.|immigrants--united states--history--20th century.|emigration and immigration law--united states--history--20th century.|united states--emigration and immigration--history--20th century."
5725,"[Statements of Doris M. Meissner, acting commissioner Immigration and Naturalization Service concerning illegal aliens] / Doris M. Meissner.",illegal aliens--united states.|united states--emigration and immigration--government policy.
5726,Shadowed lives : undocumented immigrants in American society / Leo Chavez.,"illegal aliens--california--san diego county.|illegal aliens--california, southern."
5727,A dangerous journey [videorecording] / Cambridge Educational.,illegal aliens--united states.|teenage immigrants--united states.|mexico--economic conditions--1994-|united states--emigration and immigration--government policy.
5728,"A guide for legal advocates providing services to victims of human trafficking / the United States Conference of Catholic Bishops, Migration and Refugee Services, Catholic Legal Immigration Network, and the Legal Aid Foundation of Los Angeles ; prepared under a generous grant from the United States Department of Health and Human Services, Office of Refugee Resettlement.","illegal aliens--services for--united states.|human trafficking victims--legal status, laws, etc.--united states.|human trafficking victims--services for--united states.|visas--united states.|admission of nonimmigrants--united states."
5729,The Problem of the undocumented worker / edited by Robert S. Landmann.,"foreign workers, mexican--united states--congresses.|illegal aliens--employment--united states--congresses.|united states--emigration and immigration."
5730,Statement of position regarding the administration's undocumented alien legislative proposal.,illegal aliens--government policy--united states.|illegal aliens--united states.|emigration and immigration law--united states.
5731,Counting undocumented aliens in the decennial census [microform] / Thomas M. Durbin.,"illegal aliens--united states.|united states--census, 1990.|constitutional law--united states."
5732,A report on irregular migration and human trafficking.,human trafficking--philippines.|illegal aliens--philippines.
5733,"Rapport sur l'expulsion, le 18 octobre 1986, de 101 Maliens [microform] / [Yves Baudelot].",malians--france.|deportation--france.|illegal aliens--france.|france--emigration and immigration--government policy.
5734,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
5735,"The Unaccompanied Alien Child Protection Act [electronic resource] : hearing before the Subcommittee on Immigration of the Committee on the Judiciary, United States Senate, One Hundred Seventh Congress, second session, February 28, 2002.","immigrant children--legal status, laws, etc.--united states.|immigrant children--services for--united states.|illegal aliens--united states.|detention of persons--united states--evaluation.|emigration and immigration law--united states."
5736,"Desperate journey [videorecording] / CBS News, with Dan Rather.",united states--emigration and immigration.|illegal aliens--united states.|foreign workers--united states.
5737,"Immigration Reform and Control Act of 1983 [electronic resource] : hearing before the Subcommittee on Health and the Environment of the Committee on Energy and Commerce, House of Representatives, Ninety-eighth Congress, first session, on H.R. 1510 ... June 17, 1983.","emigration and immigration law--united states.|illegal aliens--united states.|refugees--legal status, laws, etc.--united states."
5738,"[Statements of Doris M. Meissner, acting commissioner Immigration and Naturalization Service concerning illegal aliens] / Doris M. Meissner.",illegal aliens--united states.|united states--emigration and immigration--government policy.
5739,"Help wanted : in labor-starved Northern Virginia, construction and service companies resort to extreme measures to fill jobs.","labor supply--virginia, northern--history--20th century.|service industries workers--supply and demand--virginia, northern--history--20th century.|construction industry--employees--supply and demand--virginia, northern--history--20th century.|employee retention--virginia, northern--history--20th century.|hispanic americans--employment--virginia, northern--history--20th century.|illegal aliens--employment--virginia, northern--history--20th century.|virginia, northern--economic conditions--20th century."
5740,Green paper on a Community return policy on illegal residents / [presented by the Commission].,illegal aliens--european union countries.|european union countries--emigration and immigration--government policy.
5741,"Illegal immigration / Noël Merino, book editor.",illegal aliens--united states.|united states--emigration and immigration--government policy.
5742,Le peuple des clandestins : essai / Smaïn Laacher.,illegal aliens.|emigration and immigration.
5743,Should American remain a nation of immigrants? / Stuart Anderson.,emigration and immigration law--united states.|immigrants--united states.|illegal aliens--united states.
5744,Through the maze : an interim report on the alien legalization program / by David S. North and Anna Mary Portz.,illegal aliens--united states.|amnesty--united states.
5745,"SAWs, RAWs, and farmworkers [electronic resource] / by Philip L. Martin and Bert Mason.","illegal aliens--california.|emigration and immigration law--california.|agricultural laborers, foreign--california.|migrant agricultural laborers--california."
5746,"The ""Immigration Reform and Control Act of 1986"" (P.L. 99-603) [microform] : a summary and explanation / Committee on the Judiciary, House of Representatives, Ninety-ninth Congress, second session.",emigration and immigration law--united states.|illegal aliens--united states.
5747,"Fuerte Allen : la diáspora haitiana / Raymond Lafontant Gerdes ; [traducción, Gloria López Colón].",haitians--puerto rico--history--20th century.|illegal aliens--puerto rico--history--20th century.|illegal aliens--united states--history--20th century.|united states--emigration and immigration--government policy.|haiti--social conditions--20th century.
5748,"Le nuove schiavitù : il traffico degli esseri umani nell'Italia del 21. secolo / Enzo Ciconte, Pierpaolo Romani.",slavery--italy.|illegal aliens--italy.|prostitution--italy.
5749,"Contro il reato di immigrazione clandestina : un'inutile, immorale, impraticabile minaccia / Giancarlo Ferrero ; prefazione di don Luigi Ciotti.",illegal aliens--italy.|emigration and immigration law--italy.
5750,"Comprehensive immigration reform : hearing before the Committee on the Judiciary, United States Senate, One Hundred Tenth Congress, first session, February 28, 2007.",illegal aliens--government policy--united states.|foreign workers--government policy--united states.|united states--emigration and immigration--government policy.
5751,Bandanna [electronic resource] : an opera in two acts and a prologue / Paul Muldoon.,"operas--librettos.|illegal aliens--southwest, new--drama."
5752,National insecurities : immigrants and U.S. deportation policy since 1882 / Deirdre M. Moloney.,"immigrants--united states--social conditions.|women immigrants--legal status, laws, etc.--united states.|illegal aliens--government policy--united states--history.|deportation--united states--history.|united states--emigration and immigration--government policy--history."
5753,Sorti de l'ombre : journal d'un sans-papiers / Mamady Sané ; [préface de Jacques Gaillot].,"sané, mamady.|foreign workers, senegalese--france--biography.|illegal aliens--france--biography.|foreign workers, african--france."
5754,"Border security and deterring illegal entry into the United States [electronic resource] : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fifth Congress, first session, April 23, 1997.",u.s. border patrol.|border security--united states.|united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.|drug control--united states.|smuggling--united states--prevention.
5755,Crossing the wire / Will Hobbs.,voyages and travels--juvenile fiction.|survival--juvenile fiction.|illegal aliens--juvenile fiction.|mexicans--united states--juvenile fiction.|best friends--juvenile fiction.|friendship--juvenile fiction.
5756,"Pacchetto sicurezza e immigrazione clandestina : i riflessi sull'attività della pubblica amministrazione : atti del convegno organizzato dalla Facoltà di giurisprudenza, Genova, 29 gennaio 2010 / a cura di Giovanna Savorani.",illegal aliens--italy--congresses.
5757,N{u2019}émigrez pas! : l{u2019}Europe est un mythe / Omar Ba.,africa--emmigration and immigration.|europe--emmigration and immigration.|africans--europe--economic conditions.|africans--europe--social conditions.|illegal aliens--europe.
5758,"Development, Relief and Education for Alien Minors Act : a sociological analysis of proposed immigration legislation / by Benita Abigail Veliz.","united states.--development, relief and education for alien minors act.|illegal aliens--united states.|immigrant children--united states--social conditions.|immigrant children--legal status, laws, etc.--united states.|children of immigrants."
5759,Undocumented Latino college students : their socioemotional and academic experiences / William Pérez and Richard Douglas Cortés.,illegal aliens--education (higher)--united states.|hispanic americans--education (higher)|hispanic americans--education (higher)--social aspects.|hispanic americans--social conditions.|hispanic americans--social life and customs.
5760,"Visa overstays : a growing problem for law enforcement : hearing before the Subcommittee on Immigration, Border Security, and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Eighth Congress, first session, October 16, 2003.",illegal aliens--united states.|visas--united states.|immigration enforcement--united states.|united states--emigration and immigration--government policy.|national security--united states.
5761,"Trafficking in women and children in the Lao PDR [electronic resource] : initial observations / Ministry of Labor and Social Welfare, [and] United Nations Interagency Project.",women--crimes against--laos.|children--crimes against--laos.|illegal aliens--thailand.
5762,"Mexican workers in the United States labour market [electronic resource] : a contemporary dilemma / Vernon M. Briggs, Jr.",mexicans--employment--united states.|foreign workers--united states.|immigrants--united states.|illegal aliens--united states.|mexicans--united states.
5763,Emergency medical assistance [electronic resource].,medicaid--minnesota.|illegal aliens--medical care--government policy--minnesota.
5764,"Comprehensive immigration reform : examining the need for a guest worker program : hearing before the Committee on the Judiciary, United States Senate, One Hundred Ninth Congress, second session. July 5, 2006, Philadelphia, Pennsylvania.",united states--emigration and immigration--government policy.|foreign workers--government policy--united states.|foreign workers--economic aspects--united states.|illegal aliens--government policy--united states.|illegal aliens--economic aspects--united states.|national security--united states.
5765,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
5766,"Illegal immigration / Margaret Haerens, book editor.",illegal aliens--united states.|united states--emigration and immigration--government policy.
5767,The block captain's daughter [electronic resource] / Demetria Martinez.,illegal aliens--united states.
5768,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
5769,[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
5770,"Supranational governance in an ""area of freedom, security and justice"" : Eurodac and the politics of biometric control / Jonathan P. Aus.",biometry--political aspects--european union countries.|fingerprints.|illegal aliens--civil rights--european union countries.|refugees--civil rights--european union countries.
5771,U.S. Border Patrol operations [microform] / William J. Krouse.,u.s. border patrol.|illegal aliens--government policy--united states.|border patrols--mexican-american border region.
5772,"Deporting our souls : values, morality, and immigration policy / Bill Ong Hing.",immigrants--government policy--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration.
5773,"Le Havre [videorecording] / Sputnik Oy avec Pyramide Productions et Pandora Film présentent, en coproduction avec Arte France Cinéma, ZDF/Arte ; un film de Aki Kaurismäki ; écrit, réalisé et produit par Aki Kaurismäki ; une production Sputnik Oy, Aki Kaurismäki, Pyramide Productions, Fabienne Vonier, Pandora Film, Reinhard Brundig.",shoe shiners--france--le havre--drama.|illegal aliens--france--le havre--drama.|refugees--france--drama.|deportation--drama.|france--emigration and immigration--drama.|africa--emigration and immigration--drama.|le havre (france)--drama.
5774,Moving Serafina : a novel / by Bob Cherry.,grief--fiction.|illegal aliens--mexico--fiction.|water well drilling--fiction.|texas--fiction.
5775,Cities without palms / Tarek Eltayeb ; translated by Kareem James Palmer-Zeid.,arabic fiction--translations into english.|foreign workers--europe--fiction.|illegal aliens--europe--fiction.|migrant labor--europe--fiction.
5776,Immigration : interpreting the constitution / Ann Byers.,emigration and immigration law--united states--juvenile literature.|united states--emigration and immigration--political aspects--juvenile literature.|citizenship--united states--juvenile literature.|immigrants--united states--juvenile literature.|illegal aliens--united states--juvenile literature.
5777,INS legalization manual.,legalization--united states.
5778,Les échoués / Pascal Manoukian.,illegal aliens--france--fiction.|french fiction.
5779,Illegal : life and death in Arizona's immigration war zone / Terry Greene Sterling.,illegal aliens--arizona.|illegal aliens--government policy--arizona.|immigrants--arizona.|immigrants--government policy--arizona.|immigrants--government policy--united states.|border patrols--arizona.|border patrols--mexican-american border region.|united states--emigration and immigration.|arizona--politics and government--1951-|arizona--emigration and immigration.|mexico--emigration and immigration.
5780,Australian Government's action plan to eradicate trafficking in persons / [Australian Government].,smuggling--australia--prevention.|smuggling--australia.|illegal aliens--australia.|illegal aliens--government policy--australia.|transnational crime.|australia--emigration and immigration.
5781,L'invention des sans-papiers [electronic resource] : essai sur la démocratie à l'épreuve du faible / Thierry Blin.,"illegal aliens--france--social conditions.|marginality, social--france.|social movements--france--history--20th century."
5782,"Report of the General Accounting Office on the notch issue [electronic resource] : hearing before the Subcommittee on Social Security of the Committee on Ways and Means, House of Representatives, One Hundredth Congress, second session, April 14, 1988.",united states.--general accounting office.|social security--united states.|economic security--united states.
5783,The college &amp; financial aid guide for AB540 undocumented immigrant students [electronic resource] / edited by Paz M. Olivérez [and others].,illegal aliens--education--california.|student aid--california.|education and state--california.
5784,Kind of kin / Rilla Askew.,families--oklahoma--fiction.|illegal aliens--fiction.|oklahoma--fiction.|domestic fiction.
5785,The experience of undocumented immigrant children in the child welfare system / by Brenda M. Flores.,child welfare--united states.|illegal aliens--united states.|children of illegal aliens--united states.|emigration and immigration law--united states.|social service.
5786,Strengthen and Fortify Enforcement Act : report together with dissenting views (to accompany H.R. 2278) (including cost estimate of the Congressional Budget Office).,emigration and immigration law--united states--criminal provisions.|emigration and immigration law--united states--states.|illegal aliens--united states.|illegal aliens--identification--government policy--united states.|detention of persons--united states.|immigration enforcement--united states.|terrorism--united states--prevention.
5787,"Al suroeste, la libertad : inmigración clandestina de canarios a Venezuela entre los años 1948 y 1951 / Javier Díaz Sicilia.",canary islanders--venezuela--history.|venezuela--emigration and immigration--history--20th century.|canary islands--emigration and immigration--history--20th century.|illegal aliens--venezuela--history--20th century.|voyages and travels--anecdotes.
5788,"Can we control the border? : a look at recent efforts in San Diego, El Paso and Nogales / by John L. Martin.",illegal aliens--mexican-american border region.|border patrols--mexican-american border region.
5789,They never come back : a story of undocumented workers from Mexico / Frans J. Schryer.,"foreign workers, mexican--united states--social conditions.|foreign workers, mexican--united states--economic conditions.|illegal aliens--united states--social conditions.|illegal aliens--united states--economic conditions."
5790,Notas de Resistencia [electronic resource].,"illegal aliens--united states--periodicals.|latin americans--legal status, laws, etc.--united states--periodicals.|emigration and immigration law--united states--periodicals."
5791,"The criminalization of irregular immigration : law and practice in Italy / Alberto Di Martino, Francesca Biondi Dal Monte, Ilaria Boiano, Rosa Raffaelli.",emigration and immigration law--italy--criminal provisions.|illegal aliens--italy--criminal provisions.
5792,Nueba Yol 1 &amp; 3.,dominicans (dominican republic)--new york (state)--new york--drama.|illegal aliens--new york (state)--new york--drama.|emigration and immigration law--united states--drama.|assimilation (sociology)--drama.
5793,Examining the DREAM act through the eyes of undocumented Hispanic college students / Delis Cuellar.,illegal aliens--education--united states.|mexicans--education--united states.|college students--united states--social conditions.
