title,subject
A view from the bridge / Arthur Miller ; with commentary and notes by Stephen Marino.,"miller, arthur,--1915-2005.--view from the bridge.|italian americans--new york (state)--new york--drama.|stevedores--new york (state)--new york--drama.|illegal aliens--new york (state)--new york--drama."
"CLE for Washburn Law Clinic 40th anniversary event, October 23, 2010.","legal assistance to immigrants--united states.|illegal aliens--legal status, laws, etc.--united states.|indian courts--united states."
The state of arizona [videorecording].,illegal aliens--arizona.|emigration and immigration law--arizona.
The jaguar's children [downloadable audiobook] / John Vaillant.,mexicans--fiction.|illegal aliens--fiction.|human smuggling--fiction.|border crossing--fiction.|arizona--fiction.
Legal immigration [electronic resource] : setting priorities / U.S. Commission on Immigration Reform.,united states--emigration and immigration--government policy.|emigration and immigration law--united states.|foreign workers--united states.|illegal aliens--united states.
"El norte [videorecording] / American Playhouse ; Channel Four Films ; Independent Productions ; Island Alive ; produced by Anna Thomas ; original screenplay by Gregory Nava, Anna Thomas ; directed by Gregory Nava.",brothers and sisters--drama.|teenagers--drama.|illegal aliens--california--los angeles--drama.
"Worldwide Immigration/Migration Issues and the Rule of Law Conference : Los Angeles, California, USA, April 22-26, 2007 : work paper.",emigration and immigration law--congresses.|rule of law--congresses.|illegal aliens--congresses.
"Document fraud in employment authorization : how an E-Verify requirement can help : hearing before the Subcommittee on Immigration Policy and Enforcement of the Committee on the Judiciary, House of Representatives, One Hundred Twelfth Congress, second session, April 18, 2012.",u.s. immigration and customs enforcement--rules and practice.|foreign worker certification--united states.|immigration enforcement--united states.|employee screening--united states.|illegal aliens--employment--government policy--united states.|fraud--united states--prevention.
"The golden door : illegal immigration, terrorism and the underground economy : with a focus on the counterfeit goods trade and analysis of the 2000 census / a legislative report by Senator Frank Padavan.",illegal aliens--services for--united states--costs.|terrorism--united states.|informal sector (economics)--united states.|product counterfeiting--economic aspects.|immigrants--new york (state)
Entre México y Estados Unidos [electronic resource] : los indocumentados / Mónica Verea.,"illegal aliens--united states.|foreign workers, mexican--united states.|united states--emigration and immigration.|mexico--emigration and immigration."
I fantasmi di Portopalo : Natale 1996 : la morte di 300 clandestini e il silenzio dell'Italia / Giovanni Maria Bellu.,illegal aliens--italy--sicily.|illegal aliens--italy--sicily--death.|illegal aliens--south asia--death.|italy--emigration and immigration.|south asia--emigration and immigration.
The boys from little Mexico [electronic resource] : a season chasing the American dream / Steve Wilson.,"soccer--oregon--woodburn.|woodburn high school (woodburn, or.)|school sports--oregon--woodburn.|soccer--social aspects--oregon--woodburn.|soccer players--mexico.|illegal aliens--oregon."
"Illegal alien felons : a federal responsibility : hearing before the Subcommittee on Federal Spending, Budget, and Accounting of the Committee on Governmental Affairs, United States Senate, One Hundredth Congress, first session, March 12, 1987.",illegal aliens--united states.|deportation--united states.|criminal law--united states.
"Illegal entry of aliens [electronic resource] : hearing before the Committee on Immigration, United States Senate, sixty-sixth Congress, first session pursuant to S. Res. 176, instructing the Committee on Immigration to report to the Senate measures to prevent the illegal entry of aliens across the boundaries of the United States.",illegal aliens--united states.|emigration and immigration law--united states.|united states--emigration and immigration.
"Cumulative migrant deaths in California and the west desert of Arizona 2000-2004 : also shown: cellular phone coverage, United States Border Patrol rescue beacons, Humane Borders, Inc. water stations in Arizona and Water Station, Inc. water stations in California / combined project between Humane Borders, Inc. [and] Water Station, Inc.","immigrants--mortality--california, southern--maps.|immigrants--mortality--arizona--maps.|illegal aliens--mortality--california, southern--maps.|illegal aliens--mortality--arizona--maps.|drinking water--health aspects--california, southern--maps.|drinking water--health aspects--arizona--maps."
"Alien Education Assistance Act [electronic resource] : hearing before the Subcommittee on Education, Arts, and Humanities of the Committee on Labor and Human Resources, United States Senate, Ninety-eighth Congress, first session, on S. 1630 ... July 25, 1983.",illegal aliens--education--united states.|federal aid to education--united states.|educational law and legislation--united states.
"Ausländerstrafrecht / von Dr. Joachim Kretschmer, Berlin, Privatdozent und Rechtsanwalt.","aliens--germany--criminal provisions.|illegal aliens--germany.|asylum, right of--germany--criminal provisions.|alien criminals--germany."
"Illegal immigration [electronic resource] / Debra A. Miller, book editor.",illegal aliens--united states--juvenile literature.|united states--emigration and immigration--juvenile literature.
A theory of illegal international migration from developing countries / Michael P. Todaro.,developing countries--emigration and immigration--economic aspects.|emigration and immigration--economic aspects.|illegal aliens.
Paraíso travel / Jorge Franco.,illegal aliens--new york (state)--new york--fiction.|colombians--new york (state)--new york--fiction.
Overview of re-admission agreements in Central Europe / prepared by the Division of International Protection and the Regional Bureau for Europe of the United Nations High Commissioner for Refugees.,"illegal aliens--europe, central.|intergovernmental cooperation--europe, central.|asylum, right of--europe, central.|europe, southern--emigration and immigration--government policy."
Border Security and Terrorism Prevention Act of 2005 : report together with dissenting and additional views (to accompany H.R. 4312) (including cost estimate of the Congressional Budget Office).,border patrols--united states--finance.|illegal aliens--government policy--united states.|terrorism--prevention--government policy--united states.|national security--law and legislation--united states.
Navigating borders [electronic resource] : inside perspectives on the process of human smuggling into the Netherlands / Ilse van Liempt.,human smuggling--netherlands.|illegal aliens--netherlands.|border crossing--netherlands--case studies.
"Circuler, enfermer éloigner : zones d'attente et centres de rétention des démocraties occidentales / sous la direction de Didier Bigo ; François Julien-Laferrière [and others].","detention of persons--europe.|detention of persons--united states.|deportation--europe.|deportation--united states.|illegal aliens--europe.|illegal aliens--united states.|asylum, right of--europe."
Immigration : here they are ready or not / Bob Ritz.,illegal aliens.|illegal aliens--mexican-american border region.|illegal aliens--government policy--united states.|emigration and immigration law--united states.|united states--emigration and immigration--government policy.|united states--emigration and immigration--social aspects.|immigration enforcement--united states.|immigration opponents.
"The Use of public services by undocumented aliens in Texas [electronic resource] : a study of state costs and revenues : a report / by the Undocumented Workers Policy Research Project, the University of Texas at Austin.",texas--appropriations and expenditures.|illegal aliens--employment--texas.|illegal aliens--services for--texas.|aliens--taxation--law and legislation--texas.
A historical analysis of landmark developments in educational rights of undocumented children / by Celia Hernandez.,education--united states--history.|immigrant children--civil rights--united states--history.|illegal aliens--civil rights--united states--history.
438 days : an extraordinary true story of survival at sea / Jonathan Franklin.,"alvarenga, salvador,--approximately 1977-|survival at sea--pacific ocean.|shipwrecks--marshall islands.|fishers--mexico--chiapas--biography.|fishing villages--mexico--chiapas--social life and customs.|fishing boats--mexico--chiapas.|fisheries--mexico--chiapas--history.|salvadorans--mexico--chiapas--biography.|illegal aliens--mexico--biography.|chiapas (mexico)--biography.|downloadable e-books"
"Rapport sur l'expulsion, le 18 octobre 1986, de 101 Maliens [microform] / [Yves Baudelot].",malians--france.|deportation--france.|illegal aliens--france.|france--emigration and immigration--government policy.
"Illicit : how smugglers, traffickers, and copycats are hijacking the global economy / Moisés Naím.",intellectual property infringement.|illegal arms transfers.|drug traffic.|transnational crime.|globalization.|globalization--economic aspects.|crime and globalization.|money laundering.|illegal aliens.
"Los mandados = Pursuing a dream / La Raza presenta ; productor, Felipe Perez Arrollo ; dirección, José Luis Vera Alamillo.",illegal aliens--mexico--drama.
"Aventuras y relatos de un ""mojado"" : 1929-1954 / Gonzalo De Luna.","de luna, gonzalo,--1929-|foreign workers, mexican--texas--biography.|illegal aliens--texas--biography.|mexican americans--texas--biography."
The short sweet dream of Eduardo Gutiérrez [electronic resource] / Jimmy Breslin.,"gutiérrez, eduardo,--1978-1999.|foreign workers, mexican--new york (state)--new york--biography.|illegal aliens--new york (state)--new york--biography."
"Paraiso travel [Elektronische Ressource] / una película de Simon Brand. Con Aldemar Correa, Angelica Blandon ...",man-woman relationships--drama.|illegal aliens--united states--drama.|colombians--new york (state)--new york--drama.|feature films--united states.|feature films--colombia.|feature films--latin america.
"Department of Homeland Security intelligence and border security : delivering operational intelligence : hearing before the Subcommittee on Intelligence, Information Sharing, and Terrorism Risk Assessment of the Committee on Homeland Security, U.S. House of Representatives, One Hundred Ninth Congress, second session, June 28, 2006.",border security--united states.|intelligence service--united states.|border patrols--united states.|illegal aliens--government policy--united states.|terrorists--travel--united states--prevention.
"Preliminary review of existing studies of the number of illegal residents in the United States / Jacob S. Siegel, Jeffrey S. Passel, J. Gregory Robinson.","illegal aliens--united states.|foreign workers, mexican--united states."
Des pardes [videorecording] / Elysée Productions International ; written by Haseena Moin ; produced by Zulfikar Sheikh ; directed by Ali Rizvi.,illegal aliens--scotland--drama.|pakistanis--scotland--drama.|fathers and sons--drama.|ethics--drama.
Macho! / Victor Villaseñor.,illegal aliens--california--fiction.|agricultural laborers--california--fiction.|mexicans--california--fiction.
"Local fiscal effects of illegal immigration : report of a workshop / Barry Edmonston and Ronald Lee, editors ; Committee on National Statistics [and] Committee on Population, Commission on Behavioral and Social Sciences and Education, National Research Council.",illegal aliens--services for--united states--costs.|local finance--united states.|united states--emigration and immigration.|electronic books
The net national costs of immigration / by Donald Huddle.,united states--emigration and immigration--economic aspects.|aliens--economic aspects--united states.|illegal aliens--services for--united states--finance.|foreign workers--united states.
"Amnesty [sound recording] : opportunity for the here and now / written and produced by Ed Pyle ; executive producer, Robert Simms",illegal aliens--united states.|emigration and immigration law--united states.|illegal aliens--california.
"The settler within our gates : I, II, III / by Louis B. Boudin.",emigration and immigration law--united states.|aliens--united states.|illegal aliens--united states.
"Illegal aliens : hearings before the Subcommittee on Immigration, Citizenship, and International Law of the Committee on the Judiciary, House of Representatives, Ninety-fourth Congress, first session, on H.R. 982 and related bills ...","illegal aliens--united states.|foreign workers--legal status, laws, etc.--united states.|emigration and immigration law--united states."
[House of Representatives] [microform].,united states.--select commission on immigration and refugee policy--records and correspondence.|united states.--congress.--house--records and correspondence.|emigration and immigration law--united states.|united states--emigration and immigration.|illegal aliens--united states.
"The Oxford handbook of ethnicity, crime, and immigration / edited by Sandra M. Bucerius and Michael Tonry",emigration and immigration--social aspects.|crime and race.|illegal aliens.|crime--sociological aspects.|race relations.
Slipping through the cracks [electronic resource] : unaccompanied children detained by the U.S. Immigration and Naturalization Service / Human Rights Watch Children's Rights Project.,"children--legal status, laws, etc.--united states.|illegal aliens--united states.|juvenile detention--united states.|united states.--immigration and naturalization service."
"Temporary suspension of deportation of certain Salvadorans and Nicaraguans [electronic resource] : hearing before the Subcommittee on Rules of the House of the Committee on Rules, House of Representatives, Ninety-ninth Congress, second session, on H.R. 822 ... and H.R. 4893 ... July 23, 1986.","deportation--united states.|illegal aliens--united states.|salvadorans--legal status, laws, etc.--united states.|nicaraguans--legal status, laws, etc.--united states."
"Estimates of the unauthorized immigrant population residing in the United States [electronic resource] : January 2006 / Michael Hoefer, Nancy Rytina, and Christopher Campbell.",illegal aliens--united states--statistics.|united states--emigration and immigration--statistics.
No way out : immigrants and the new California / Jeff Lustig and Dick Walker for the Campus Coalition for Human Rights and Social Justice.,immigrants--california.|illegal aliens--california.|united states--emigration and immigration--government policy.
The college &amp; financial aid guide for AB540 undocumented immigrant students / edited by Paz M. Olivérez [and others].,illegal aliens--education--california.|student aid--california.|education and state--california.
"Immigrant Caribbean study : legalization and the undocumenteds : [a statistical profile of the undocumented immigrant Caribbean] / text written by F. Donnie Forde ; consultants, Philip Kasinitz, Charles Green ; reviewer, Ronald T. Marino.",legalization--new york (state)--new york--caribbean americans--statistics.|illegal aliens--new york (state)--new york--caribbean americans--statistics.|caribbean americans--new york (state)--new york--attitudes.|caribbean area--emigration and immigration.|united states--emigration and immigration.|aliens--united states.|immigrants--united states.|emigration and immigration law--united states.
"Temporary foreign workers and non-status workers : report of the Standing Committee on Citizenship and Immigration / David Tilson, chair.",foreign workers--government policy--canada.|temporary employees--government policy--canada.|illegal aliens--employment--canada.|immigrants--employment--canada.|labor supply--canada.|employee rights--canada.
Illegal immigration - a threat to US security [electronic resource] / Samuel T. Francis.,illegal aliens.|political refugees--united states--history--20th century.|cubans--united states.|united states--emigration and immigration.|national security--united states.
7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
"Living the dream : new immigration policies and the lives of undocumented Latino youth / Maria Chávez, Jessica L. Lavariega Monforti, Melissa R. Michelson.",illegal aliens--united states.|united states--emigration and immigration--government policy.|hispanic americans--social conditions.
"Supplemental report on September 11 detainees' allegations of abuse at the Metropolitan Detention Center in Brooklyn, New York / Office of the Inspector General.","detention of persons--united states--evaluation.|metropolitan detention center (brooklyn, new york, n.y.)|prison discipline--united states--evaluation.|illegal aliens--civil rights--united states."
"Moi, Mohamed, esclave moderne : la vie quotidienne d'un sans papier / Mohamed Kemigue avec Djénane Kareh Tager.","kemigue, mohamed.|illegal aliens--france--biography.|illegal aliens--france--social conditions."
Should American remain a nation of immigrants? / Stuart Anderson.,emigration and immigration law--united states.|immigrants--united states.|illegal aliens--united states.
"Immigration Reform and Control Act of 1982 [electronic resource] : Mr. Rodino, from the Committee on the Judiciary, submitted the following report together with additional and dissenting views (to accompany H.R. 6514) (including cost estimate of the Congressional Budget Office).","emigration and immigration law--united states.|refugees--legal status, laws, etc.--united states.|united states.--immigration reform and control act of 1986.|illegal aliens--united states."
Seeking asylum [electronic resource] : human smuggling and bureaucracy at the border / Alison Mountz.,human smuggling.|emigration and immigration.|human smuggling--prevention.|illegal aliens.
Migration and social protection [electronic resource] : claiming social rights beyond borders / [edited by] Rachel Sabates-Wheeler and Rayah Feldman.,emigration and immigration.|human rights.|immigrants--civil rights.|foreign workers--civil rights.|refugees--civil rights.|illegal aliens--civil rights.|electronic books.
"Save America Comprehensive Immigration Act of 2007 [electronic resource] : hearing before the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law of the Committee on the Judiciary, House of Representatives, One Hundred Tenth Congress, first session, on H.R. 750. November 8, 2007.",illegal aliens--government policy--united states.|legal documents--united states--identification.|false certification--united states--prevention.|emigration and immigration law--united states.|united states--emigration and immigration--economic aspects.
"Isu keselamatan persempadanan Negeri Sabah dan tuntutan terhadap Kepulauan Spratly / Rizal Zamani Idris, Ramli Dollah, Marja Azlima Omar.",border security--malaysia--sabah.|illegal aliens--malaysia--sabah.|spratly islands--international status.
Fortress Europe : dispatches from a gated continent / Matthew Carr.,borderlands--europe.|border crossing--europe.|illegal aliens--europe--social conditions.|illegal aliens--government policy--europe.|border security--government policy--europe.|europe--emigration and immigration--government policy.
"Hands across the border [electronic resource] : working together at our shared border and abroad to ensure safety, security and efficiency : report of the Standing Committee on Citizenship and Immigration / Joe Fontana, chairman.","border patrols--canada.|illegal aliens--government policy--canada.|canada--emigration and immigration--government policy.|canada--boundaries--united states.|border patrols--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--government policy.|united states--boundaries--canada.|september 11 terrorist attacks, 2001--political aspects--canada."
"Illegal aliens : enforcement &amp; restrictions by state &amp; localities / edited by Kelly Downs, Delmer Rasmussen.",emigration and immigration law--united states.|illegal aliens--government policy--united states.|federal government--united states.
"Officers need backup [electronic resource] : the role of state and local police in immigration law enforcement / by James R. Edwards, Jr.",illegal aliens--government policy--united states.|law enforcement--united states.|united states.--immigration and naturalization service.|emigration and immigration law--united states.
"Storytelling out of school : undocumented college residency, race, and reaction / Michael A. Olivas.","illegal aliens--education (higher)--united states.|universities and colleges--residence requirements--united states.|college students--legal status, laws, etc.--united states.|latin american students--legal status, laws, etc.--united states."
"Illegality, Inc [ressource électronique] : clandestine migration and the business of bordering Europe / Ruben Andersson.",illegal aliens--spain--cueta--case studies.|illegal aliens--spain--melilla--case studies.|senegal--emigration and immigration--case studies.|ceuta (spain)--emigration and immigration--case studies.|melilla (spain)--emigration and immigration--case studies.|mali--emigration and immigration--case studies.
"Kaineḍā, ika mrigatrishanā / Amarajīta Bawejā.",illegal aliens--canada--fiction.
"Inside the state : the bracero program, immigration, and the I.N.S. / Kitty Calavita.","united states.--immigration and naturalization service.|united states--emigration and immigration--government policy.|illegal aliens--government policy--united states.|foreign workers, mexican--government policy--united states.|migrant agricultural laborers--southwestern states."
"Lives for sale [videorecording] / a production of Maryknoll Productions and Lightfoot Films, Inc. ; in association with Faith &amp; Values Media ; produced, written and directed by Gayla Jamison.",human trafficking--united states.|human smuggling--united states.|illegal aliens--united states.|documentary films.|video recordings for the hearing impaired.|united states--emigration and immigration.
Should American remain a nation of immigrants? / Stuart Anderson.,emigration and immigration law--united states.|immigrants--united states.|illegal aliens--united states.
Undocumented aliens and crime [electronic resource] : the case of San Diego County / Daniel Wolf.,alien criminals--california--san diego county.|illegal aliens--california--san diego county--social conditions.
Forced apart [electronic resource] : families separated and immigrants harmed by United States Deportation Policy / Human Rights Watch.,united states--emigration and immigration--government policy.|national security--united states.|illegal aliens--government policy--united states.|deportation--united states.
La gestión penal de la inmigración : el recurso al sistema penal para el control de los flujos migratorios / Marta Monclús Masó.,emigration and immigration law--criminal provisions.|illegal aliens.
"A broken system : confidential reports reveal failures in U.S. immigrant detention centers / National Immigration Law Center, ACLU of Southern California, Holland &amp; Knight ; principal authors, Karen Tumlin, Linton Joaquin, Ranjana Natarajan.",alien detention centers--united states.|alien detention centers--standards--united states.|u.s. immigration and customs enforcement.|illegal aliens--government policy--united states.|detention of persons--government policy--united states.
"Deported : immigrant policing, disposable labor, and global capitalism / Tanya Maria Golash-Boza.",illegal aliens--united states.|deportation--united states.|foreign workers--united states.|united states--emigration and immigration--government policy.|united states--emigration and immigration--economic aspects.
"Examining the impact of illegal immigration on the Medicaid program and our healthcare delivery system : hearings before the Committee on Energy and Commerce, House of Representatives, One Hundred Ninth Congress, second session, August 10 and 15, 2006.",illegal aliens--medical care--tennessee--finance.|poor--medical care--tennessee--finance.|illegal aliens--medical care--georgia--finance.|poor--medical care--georgia--finance.|medicaid fraud.
"Remigio [electronic resource] : La vida de un migrante guatemalteco / Remigio Hernández y Javier Saravia, S.J.","migrant agricultural laborers--guatemala--biography.|foreign workers, guatemalan--christian life.|christian life--guatemala--mayas.|mayas--guatemala--biography.|illegal aliens--united states."
"Enhancing DHS' efforts to disrupt alien smuggling across our borders : hearing before the Subcommittee on Border, Maritime, and Global Counterterrorism of the Committee on Homeland Security, House of Representatives, One Hundred Eleventh Congress, second session, July 22, 2010.",united states.--department of homeland security--rules and practice.|human smuggling--united states--prevention.|illegal aliens--government policy--united states.|law enforcement--mexican-american border region--management.|transnational crime--mexican-american border region--prevention.
"Cumulative migrant deaths in California and the west desert of Arizona 2000-2004 : also shown: cellular phone coverage, United States Border Patrol rescue beacons, Humane Borders, Inc. water stations in Arizona and Water Station, Inc. water stations in California / combined project between Humane Borders, Inc. [and] Water Station, Inc.","immigrants--mortality--california, southern--maps.|immigrants--mortality--arizona--maps.|illegal aliens--mortality--california, southern--maps.|illegal aliens--mortality--arizona--maps.|drinking water--health aspects--california, southern--maps.|drinking water--health aspects--arizona--maps."
"Statement of Arthur C. Helton, Esq. on the implementation of the legalizatyion provisions of the Immigration Reform and Control Act of 1986 : before the Committee on Post Office and Civil Service, Subcommittee on Census and Population, June 1, 1987.",illegal aliens--united states.|citizenship--united states.|emigration and immigration law--united states.
"Sunny [videorecording] / First National Pictures ; adaptation by Henry McCarty, Humphrey Pearson ; directed by William A. Seiter.",women entertainers--drama.|ocean liners--drama.|illegal aliens--united states--drama.|english--united states--drama.|divorce--drama.
Undocumented : how immigration became illegal / Aviva Chomsky.,illegal aliens--united states.|united states--emigration and immigration.|united states--emigration and immigration--government policy.|united states--emigration and immigration--social aspects.|united states--emigration and immigration--economic aspects.|mexico--emigration and immigration.|central america--emigration and immigration.|guatemala--emigration and immigration.
Cruzando la frontera : la crónica implacable de una familia mexicana que emigra a Estados Unidos / Rubén Martńez ; traducido del inglés por Gabriela Rothschild Plaut.,mexican american families--social conditions.|mexican americans--biography.|immigrants--united states--social conditions.|immigrants--united states--biography.|illegal aliens--united states--social conditions.|illegal aliens--united states--biography.|migrant labor--united states.|chavez family.|cherán (mexico)--biography.
7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
"Integrity and security at the border : the US-VISIT Program : hearing before the Subcommittee on Infrastructure and Border Security of the Select Committee on Homeland Security, House of Representatives, One Hundred Eighth Congress, second session, January 28, 2004.",illegal aliens--government policy--united states.|illegal aliens--united states--identification.|biometric identification--united states.|customs administration--united states.|national security--united states.
INS Forensic Document Laboratory : several factors impeded timeliness of case processing : report to congressional requesters / United States General Accounting Office.,forensic document laboratory (u.s.)|illegal aliens--united states.|immigrants--united states--identification.|aliens--united states--identification.
Náufragos : pateras en el estrecho / Mario Gastañaga.,"illegal aliens--africa, north.|illegal aliens--european union countries.|shipwreck victims--africa, north.|shipwreck victims--gibraltar.|africa, north--emigration and immigration.|european union countries--emigration and immigration."
Frequently asked questions about growing up as an undocumented immigrant / Lisa Wade McCormick.,immigrant children--united states--juvenile literature.|children of illegal aliens--united states--juvenile literature.
"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
"880-01 Fei fa ru jing, huan jing xing fa xiang guan wen ti zhi yan jiu / [Guo li Taiwan hai yang da xue hai yang fa lü yan jiu suo bian].",illegal aliens--taiwan.|environmental law--criminal provisions.
Sisters = Hermanas / Gary Paulsen.,
Immigrants &amp; immigration : an overview of issues facing Texas / [written by Daniel Esparza and others].,immigrants--texas.|immigrants--united states.|illegal aliens--texas.|illegal aliens--united states.|emigration and immigration law--texas.|emigration and immigration law--united states.|texas--emigration and immigration--statistics.|united states--emigration and immigration--statistics.|texas--emigration and immigration--economic aspects.|united states--emigration and immigration--economic aspects.
"And injustice for all : workers' lives in the reconstruction of New Orleans / Advancement Project, National Immigration Law Center, New Orleans Worker Justice Coalition.","illegal aliens--united states.|emigration and immigration law--united states.|hurricane katrina, 2005--political aspects.|hurricane katrina, 2005--social aspects.|hurricane katrina, 2005--economic aspects.|hurricanes--economic aspects--louisiana--new orleans.|african americans--louisiana--new orleans.|mexicans--louisiana--new orleans.|united states--race relations--political aspects."
Wetback [videorecording] : the undocumented documentary / Open City Works ; produced by Heather Haynes ; written and directed by Arturo Pérez Torres ; Canada Council for the Arts.,central america--emigration and immigration.|united states--emigration and immigration.|north america--emigration and immigration.|immigrants--mexican-american border region.|illegal aliens--government policy--united states.|border patrols--mexican-american border region.
Immigration to the United States / by Jeffrey S. Passel.,"emigration and immigration.|illegal aliens--united states.|united states--census, 20th, 1980."
Transcript of hearing of Assembly Committee on Labor Relations : Subject: Illegal aliens and strikebreaker legislation / Assembly Committee on Labor Relations.,strikes and lockouts--law and legislation--california.|illegal aliens--california.
"Exile nation : the plastic people / a film by Charles Shaw ; a Nomad Cinema, Lucidity, Filament Features ; Edward James Olmos presents ; executive producers, Edward James Olmos, Tiffany Naiman ; produced by Chris Bava, Ronnie Pontiac, Charles Shaw, Tamara Spivey, D.J. Turner ; written, photographed &amp; directed by Charles Shaw.",illegal aliens--mexico--tijuana (baja california)|illegal aliens--mexico--tijuana (baja california)--social conditions.|deportees--mexico--tijuana (baja california)|deportees--united states.|return migration--mexico.|mexico--emigration and immigration--social aspects.|united states--emigration and immigration--social aspects.
"Ethnographic evaluation of behavioral causes undercount in the community of Sherman Heights, California : final report for Joint Statistical Agreement 89-42 / submitted by Alfredo Velasco.","hispanic americans--census, 1990.|census undercounts--california--san diego."
"Documentloze immigranten te Brussel / Johan Leman, Beata Siewiera, Anne-Marie Van Broeck.",illegal aliens--belgium--brussels.
The Maldonado miracle / Theodore Taylor.,illegal aliens--fiction.|mexicans--united states--fiction.|migrant labor--fiction.
Built to fail [electronic resource] : deception and disorder in America's immigration courts / by Mark H. Metcalf.,immigration enforcement--united states.|deportation--united states.|courts of special jurisdiction--united states.|united states.--department of justice.--executive office for immigration review.|illegal aliens--united states.
Everyday illegal : when policies undermine immigrant families / Joanna Dreby.,children of immigrants--united states--case studies.|illegal aliens--united states--case studies.|immigrants--family relationships--united states--case studies.|united states--emigration and immigration--social aspects.
"Plugging the gaps in border security : hearing before the Subcommittee on Infrastructure and Border Security of the Select Committee on Homeland Security, House of Representatives, One Hundred Eighth Congress, first session, October 16, 2003.",illegal aliens--government policy--united states.|agriculture--security measures--united states.|border security--united states.|terrorism--united states--prevention.|food contamination--united states--prevention.
The reaper's line : life and death on the Mexican border / Lee Morgan II.,"drug traffic--mexican-american border region.|violence--mexican-american border region.|illegal aliens--mexican-american border region.|law enforcement--mexican-american border region.|morgan, lee,--ii.|government investigators--mexican-american border region.|border patrols--mexican-american border region."
"Hong Kong's constitutional debate [electronic resource] : conflict over interpretation / edited by Johannes M.M. Chan, H.L. Fu, Yash Ghai.",constitutional law--china--hong kong.|judicial review--china--hong kong.|legislative power--china--hong kong.|hong kong (china).--court of final appeal.|hong kong (china)--politics and government.
Der Schmugglerzug : Warschau--Berlin--Warschau : Materialen einer Feldforschung / von Małgorzata Irek.,"foreign workers, polish--germany.|illegal aliens--germany."
"El norte [videorecording] / produced by Anna Thomas ; screenplay by Gregory Nava, Anna Thomas ; directed by Gregory Nava.",brothers and sisters--drama.|immigrants--united states--drama.|illegal aliens--united states--drama.|dvd-video discs.
Harbor / Lorraine Adams.,
"[Dateline SBS 25-7-2001 to 31-10-2001 [videorecording] : featuring Indonesia, New Zealand, Illegal aliens, Solomon Islands, Timor].","arroyo, gloria macapagal-,--1947---interviews.|wahid, abdurrahman--interviews.|political corruption--indonesia.|genetic engineering--new zealand.|civil-military relations--indonesia.|regionalism (international organization)|illegal aliens--indonesia.|illegal aliens--australia.|indonesia--politics and government--1998-|solomon islands--politics and government.|australia--emigration and immigration.|australia--foreign relations--indonesia.|indonesia--foreign relations--australia.|elections--east timor.|timor-leste--politics and government."
Talking back [videorecording] / a project of the Third World Newsreel production workshop ; directed by Renata Gangemi.,household employees--new york (state)--new york--social conditions.|illegal aliens--new york (state)--new york--social conditions.|women foreign workers--new york (state)--new york--interviews.
"Cumulative migrant deaths in California and the west desert of Arizona 2000-2004 : also shown: cellular phone coverage, United States Border Patrol rescue beacons, Humane Borders, Inc. water stations in Arizona and Water Station, Inc. water stations in California / combined project between Humane Borders, Inc. [and] Water Station, Inc.","immigrants--mortality--california, southern--maps.|immigrants--mortality--arizona--maps.|illegal aliens--mortality--california, southern--maps.|illegal aliens--mortality--arizona--maps.|drinking water--health aspects--california, southern--maps.|drinking water--health aspects--arizona--maps."
"2007 national survey of Latinos : as illegal immigration issue heats up, Hispanics feel a chill.",illegal aliens--united states--population.|hispanic americans--attitudes.|hispanic americans--politics and government.|hispanic americans--social conditions.|hispanic americans--cultural assimilation.|hispanic americans--ethnic identity.
La délinquance enregistrée des jeunes d'origine immigrée / Isabelle Poulet.,illegal aliens--belgium--social conditions.|emigration and immigration law--belgium--criminal provisions.
Alien or American? [microform] : immigration laws and Amerasian people / J.M. Charbonneau.,illegal aliens--united states.|asian americans.|emigration and immigration law--united states.
